,movie,year,imdb,metascore,votes,grade,runtime,genre,n_imdb
3378,Incredibles 2,2018,7.7,80,217235,PG,118 min,"Animation, Action, Adventure            ",77
3379,Fantastic Beasts: The Crimes of Grindelwald,2018,6.6,52,182758,PG-13,134 min,"Adventure, Family, Fantasy            ",66
3380,Hereditary,2018,7.3,87,176349,R,127 min,"Drama, Horror, Mystery            ",73
3381,Game Night,2018,6.9,66,172440,R,100 min,"Action, Comedy, Crime            ",69
3382,Tomb Raider,2018,6.3,48,170734,PG-13,119 min,"Action, Adventure, Fantasy            ",63
3383,BlacKkKlansman,2018,7.5,83,166219,R,135 min,"Biography, Crime, Drama            ",75
3384,Ocean's Eight,2018,6.2,61,154647,PG-13,110 min,"Action, Comedy, Crime            ",62
3385,Red Sparrow,2018,6.6,53,144471,R,140 min,"Action, Drama, Thriller            ",66
3386,First Man,2018,7.3,84,136872,PG-13,141 min,"Biography, Drama, History            ",73
3387,The Favourite,2018,7.6,90,133606,R,119 min,"Biography, Drama, History            ",76
3388,The Meg,2018,5.7,46,125300,PG-13,113 min,"Action, Horror, Sci-Fi            ",57
3389,Rampage,2018,6.1,45,122819,PG-13,107 min,"Action, Adventure, Sci-Fi            ",61
3390,Upgrade,2018,7.5,67,116979,R,100 min,"Action, Horror, Sci-Fi            ",75
3391,Isle of Dogs,2018,7.9,82,116007,PG-13,101 min,"Animation, Adventure, Comedy            ",79
3392,Roma,2018,7.8,96,115176,R,135 min,Drama            ,78
3393,Searching,2018,7.7,71,111575,PG-13,102 min,"Drama, Mystery, Thriller            ",77
3394,Crazy Rich Asians,2018,6.9,74,110366,PG-13,120 min,"Comedy, Drama, Romance            ",69
3395,Bumblebee,2018,6.8,66,108659,PG-13,114 min,"Action, Adventure, Sci-Fi            ",68
3396,The Equalizer 2,2018,6.7,50,107436,R,121 min,"Action, Crime, Thriller            ",67
3397,Bad Times at the El Royale,2018,7.1,60,103787,R,141 min,"Crime, Drama, Mystery            ",71
3398,Sicario: Day of the Soldado,2018,7.1,61,103786,R,122 min,"Action, Crime, Drama            ",71
3399,Ralph Breaks the Internet,2018,7.1,71,103685,PG,112 min,"Animation, Adventure, Comedy            ",71
3400,The Predator,2018,5.4,48,102975,R,107 min,"Action, Adventure, Sci-Fi            ",54
3401,The Nun,2018,5.3,46,100165,R,96 min,"Horror, Mystery, Thriller            ",53
3402,A Simple Favor,2018,6.8,67,98667,R,117 min,"Comedy, Crime, Drama            ",68
3403,Halloween,2018,6.6,67,98328,R,106 min,"Horror, Thriller            ",66
3404,The Ballad of Buster Scruggs,2018,7.3,79,96315,R,133 min,"Comedy, Drama, Musical            ",73
3405,Maze Runner: The Death Cure,2018,6.2,50,96196,PG-13,143 min,"Action, Sci-Fi, Thriller            ",62
3406,Pacific Rim: Uprising,2018,5.6,44,93526,PG-13,111 min,"Action, Adventure, Sci-Fi            ",56
3407,Tag,2018,6.5,56,93459,R,100 min,Comedy            ,65
3408,Avengers: Infinity War,2018,8.5,68,717992,PG-13,149 min,"Action, Adventure, Sci-Fi            ",85
3409,Black Panther,2018,7.3,88,546673,PG-13,134 min,"Action, Adventure, Sci-Fi            ",73
3410,Deadpool 2,2018,7.7,66,420281,R,119 min,"Action, Adventure, Comedy            ",77
3411,Bohemian Rhapsody,2018,8,49,387597,PG-13,134 min,"Biography, Drama, Music            ",80
3412,A Quiet Place,2018,7.5,82,328513,PG-13,90 min,"Drama, Horror, Sci-Fi            ",75
3413,Ready Player One,2018,7.5,64,317846,PG-13,140 min,"Action, Adventure, Sci-Fi            ",75
3414,Venom,2018,6.7,35,308403,PG-13,112 min,"Action, Sci-Fi, Thriller            ",67
3415,Aquaman,2018,7,55,305049,PG-13,143 min,"Action, Adventure, Fantasy            ",70
3416,A Star Is Born,2018,7.7,88,280151,R,136 min,"Drama, Music, Romance            ",77
3417,Spider-Man: Into the Spider-Verse,2018,8.4,87,268676,PG,117 min,"Animation, Action, Adventure            ",84
3418,Ant-Man and the Wasp,2018,7.1,70,263706,PG-13,118 min,"Action, Adventure, Comedy            ",71
3419,Green Book,2018,8.2,69,251782,PG-13,130 min,"Biography, Comedy, Drama            ",82
3420,Mission: Impossible - Fallout,2018,7.8,86,249803,PG-13,147 min,"Action, Adventure, Thriller            ",78
3421,Annihilation,2018,6.9,79,242017,R,115 min,"Adventure, Drama, Horror            ",69
3422,Solo: A Star Wars Story,2018,6.9,62,239555,PG-13,135 min,"Action, Adventure, Fantasy            ",69
3423,Bird Box,2018,6.6,51,235416,R,124 min,"Drama, Horror, Sci-Fi            ",66
3424,Jurassic World: Fallen Kingdom,2018,6.2,51,231389,PG-13,128 min,"Action, Adventure, Sci-Fi            ",62
3425,Incredibles 2,2018,7.7,80,217235,PG,118 min,"Animation, Action, Adventure            ",77
3426,Fantastic Beasts: The Crimes of Grindelwald,2018,6.6,52,182758,PG-13,134 min,"Adventure, Family, Fantasy            ",66
3427,Hereditary,2018,7.3,87,176349,R,127 min,"Drama, Horror, Mystery            ",73
3428,Game Night,2018,6.9,66,172440,R,100 min,"Action, Comedy, Crime            ",69
3429,Tomb Raider,2018,6.3,48,170734,PG-13,119 min,"Action, Adventure, Fantasy            ",63
3430,BlacKkKlansman,2018,7.5,83,166219,R,135 min,"Biography, Crime, Drama            ",75
3431,Ocean's Eight,2018,6.2,61,154647,PG-13,110 min,"Action, Comedy, Crime            ",62
3432,Red Sparrow,2018,6.6,53,144471,R,140 min,"Action, Drama, Thriller            ",66
3433,First Man,2018,7.3,84,136872,PG-13,141 min,"Biography, Drama, History            ",73
3434,The Favourite,2018,7.6,90,133606,R,119 min,"Biography, Drama, History            ",76
3435,The Meg,2018,5.7,46,125300,PG-13,113 min,"Action, Horror, Sci-Fi            ",57
3436,Rampage,2018,6.1,45,122819,PG-13,107 min,"Action, Adventure, Sci-Fi            ",61
3437,Upgrade,2018,7.5,67,116979,R,100 min,"Action, Horror, Sci-Fi            ",75
3438,Isle of Dogs,2018,7.9,82,116007,PG-13,101 min,"Animation, Adventure, Comedy            ",79
3439,Roma,2018,7.8,96,115176,R,135 min,Drama            ,78
3440,Searching,2018,7.7,71,111575,PG-13,102 min,"Drama, Mystery, Thriller            ",77
3441,Crazy Rich Asians,2018,6.9,74,110366,PG-13,120 min,"Comedy, Drama, Romance            ",69
3442,Bumblebee,2018,6.8,66,108659,PG-13,114 min,"Action, Adventure, Sci-Fi            ",68
3443,The Equalizer 2,2018,6.7,50,107436,R,121 min,"Action, Crime, Thriller            ",67
3444,Bad Times at the El Royale,2018,7.1,60,103787,R,141 min,"Crime, Drama, Mystery            ",71
3445,Sicario: Day of the Soldado,2018,7.1,61,103786,R,122 min,"Action, Crime, Drama            ",71
3446,Ralph Breaks the Internet,2018,7.1,71,103685,PG,112 min,"Animation, Adventure, Comedy            ",71
3447,The Predator,2018,5.4,48,102975,R,107 min,"Action, Adventure, Sci-Fi            ",54
3448,The Nun,2018,5.3,46,100165,R,96 min,"Horror, Mystery, Thriller            ",53
3449,A Simple Favor,2018,6.8,67,98667,R,117 min,"Comedy, Crime, Drama            ",68
3450,Halloween,2018,6.6,67,98328,R,106 min,"Horror, Thriller            ",66
3451,The Ballad of Buster Scruggs,2018,7.3,79,96315,R,133 min,"Comedy, Drama, Musical            ",73
3452,Maze Runner: The Death Cure,2018,6.2,50,96196,PG-13,143 min,"Action, Sci-Fi, Thriller            ",62
3453,Pacific Rim: Uprising,2018,5.6,44,93526,PG-13,111 min,"Action, Adventure, Sci-Fi            ",56
3454,Tag,2018,6.5,56,93459,R,100 min,Comedy            ,65
3455,Avengers: Infinity War,2018,8.5,68,717992,PG-13,149 min,"Action, Adventure, Sci-Fi            ",85
3456,Black Panther,2018,7.3,88,546673,PG-13,134 min,"Action, Adventure, Sci-Fi            ",73
3457,Deadpool 2,2018,7.7,66,420281,R,119 min,"Action, Adventure, Comedy            ",77
3458,Bohemian Rhapsody,2018,8,49,387597,PG-13,134 min,"Biography, Drama, Music            ",80
3459,A Quiet Place,2018,7.5,82,328513,PG-13,90 min,"Drama, Horror, Sci-Fi            ",75
3460,Ready Player One,2018,7.5,64,317846,PG-13,140 min,"Action, Adventure, Sci-Fi            ",75
3461,Venom,2018,6.7,35,308403,PG-13,112 min,"Action, Sci-Fi, Thriller            ",67
3462,Aquaman,2018,7,55,305049,PG-13,143 min,"Action, Adventure, Fantasy            ",70
3463,A Star Is Born,2018,7.7,88,280151,R,136 min,"Drama, Music, Romance            ",77
3464,Spider-Man: Into the Spider-Verse,2018,8.4,87,268676,PG,117 min,"Animation, Action, Adventure            ",84
3465,Ant-Man and the Wasp,2018,7.1,70,263706,PG-13,118 min,"Action, Adventure, Comedy            ",71
3466,Green Book,2018,8.2,69,251782,PG-13,130 min,"Biography, Comedy, Drama            ",82
3467,Mission: Impossible - Fallout,2018,7.8,86,249803,PG-13,147 min,"Action, Adventure, Thriller            ",78
3468,Annihilation,2018,6.9,79,242017,R,115 min,"Adventure, Drama, Horror            ",69
3469,Solo: A Star Wars Story,2018,6.9,62,239555,PG-13,135 min,"Action, Adventure, Fantasy            ",69
3470,Bird Box,2018,6.6,51,235416,R,124 min,"Drama, Horror, Sci-Fi            ",66
3471,Jurassic World: Fallen Kingdom,2018,6.2,51,231389,PG-13,128 min,"Action, Adventure, Sci-Fi            ",62
3472,Incredibles 2,2018,7.7,80,217235,PG,118 min,"Animation, Action, Adventure            ",77
3473,Fantastic Beasts: The Crimes of Grindelwald,2018,6.6,52,182758,PG-13,134 min,"Adventure, Family, Fantasy            ",66
3474,Hereditary,2018,7.3,87,176349,R,127 min,"Drama, Horror, Mystery            ",73
3475,Game Night,2018,6.9,66,172440,R,100 min,"Action, Comedy, Crime            ",69
3476,Tomb Raider,2018,6.3,48,170734,PG-13,119 min,"Action, Adventure, Fantasy            ",63
3477,BlacKkKlansman,2018,7.5,83,166219,R,135 min,"Biography, Crime, Drama            ",75
3478,Ocean's Eight,2018,6.2,61,154647,PG-13,110 min,"Action, Comedy, Crime            ",62
3479,Red Sparrow,2018,6.6,53,144471,R,140 min,"Action, Drama, Thriller            ",66
3480,First Man,2018,7.3,84,136872,PG-13,141 min,"Biography, Drama, History            ",73
3481,The Favourite,2018,7.6,90,133606,R,119 min,"Biography, Drama, History            ",76
3482,The Meg,2018,5.7,46,125300,PG-13,113 min,"Action, Horror, Sci-Fi            ",57
3483,Rampage,2018,6.1,45,122819,PG-13,107 min,"Action, Adventure, Sci-Fi            ",61
3484,Upgrade,2018,7.5,67,116979,R,100 min,"Action, Horror, Sci-Fi            ",75
3485,Isle of Dogs,2018,7.9,82,116007,PG-13,101 min,"Animation, Adventure, Comedy            ",79
3486,Roma,2018,7.8,96,115176,R,135 min,Drama            ,78
3487,Searching,2018,7.7,71,111575,PG-13,102 min,"Drama, Mystery, Thriller            ",77
3488,Crazy Rich Asians,2018,6.9,74,110366,PG-13,120 min,"Comedy, Drama, Romance            ",69
3489,Bumblebee,2018,6.8,66,108659,PG-13,114 min,"Action, Adventure, Sci-Fi            ",68
3490,The Equalizer 2,2018,6.7,50,107436,R,121 min,"Action, Crime, Thriller            ",67
3491,Bad Times at the El Royale,2018,7.1,60,103787,R,141 min,"Crime, Drama, Mystery            ",71
3492,Sicario: Day of the Soldado,2018,7.1,61,103786,R,122 min,"Action, Crime, Drama            ",71
3493,Ralph Breaks the Internet,2018,7.1,71,103685,PG,112 min,"Animation, Adventure, Comedy            ",71
3494,The Predator,2018,5.4,48,102975,R,107 min,"Action, Adventure, Sci-Fi            ",54
3495,The Nun,2018,5.3,46,100165,R,96 min,"Horror, Mystery, Thriller            ",53
3496,A Simple Favor,2018,6.8,67,98667,R,117 min,"Comedy, Crime, Drama            ",68
3497,Halloween,2018,6.6,67,98328,R,106 min,"Horror, Thriller            ",66
3498,The Ballad of Buster Scruggs,2018,7.3,79,96315,R,133 min,"Comedy, Drama, Musical            ",73
3499,Maze Runner: The Death Cure,2018,6.2,50,96196,PG-13,143 min,"Action, Sci-Fi, Thriller            ",62
3500,Pacific Rim: Uprising,2018,5.6,44,93526,PG-13,111 min,"Action, Adventure, Sci-Fi            ",56
3501,Tag,2018,6.5,56,93459,R,100 min,Comedy            ,65
3502,Avengers: Infinity War,2018,8.5,68,717992,PG-13,149 min,"Action, Adventure, Sci-Fi            ",85
3503,Black Panther,2018,7.3,88,546673,PG-13,134 min,"Action, Adventure, Sci-Fi            ",73
3504,Deadpool 2,2018,7.7,66,420281,R,119 min,"Action, Adventure, Comedy            ",77
3505,Bohemian Rhapsody,2018,8,49,387597,PG-13,134 min,"Biography, Drama, Music            ",80
3506,A Quiet Place,2018,7.5,82,328513,PG-13,90 min,"Drama, Horror, Sci-Fi            ",75
3507,Ready Player One,2018,7.5,64,317846,PG-13,140 min,"Action, Adventure, Sci-Fi            ",75
3508,Venom,2018,6.7,35,308403,PG-13,112 min,"Action, Sci-Fi, Thriller            ",67
3509,Aquaman,2018,7,55,305049,PG-13,143 min,"Action, Adventure, Fantasy            ",70
3510,A Star Is Born,2018,7.7,88,280151,R,136 min,"Drama, Music, Romance            ",77
3511,Spider-Man: Into the Spider-Verse,2018,8.4,87,268676,PG,117 min,"Animation, Action, Adventure            ",84
3512,Ant-Man and the Wasp,2018,7.1,70,263706,PG-13,118 min,"Action, Adventure, Comedy            ",71
3513,Green Book,2018,8.2,69,251782,PG-13,130 min,"Biography, Comedy, Drama            ",82
3514,Mission: Impossible - Fallout,2018,7.8,86,249803,PG-13,147 min,"Action, Adventure, Thriller            ",78
3515,Annihilation,2018,6.9,79,242017,R,115 min,"Adventure, Drama, Horror            ",69
3516,Solo: A Star Wars Story,2018,6.9,62,239555,PG-13,135 min,"Action, Adventure, Fantasy            ",69
3517,Bird Box,2018,6.6,51,235416,R,124 min,"Drama, Horror, Sci-Fi            ",66
3518,Jurassic World: Fallen Kingdom,2018,6.2,51,231389,PG-13,128 min,"Action, Adventure, Sci-Fi            ",62
3519,Incredibles 2,2018,7.7,80,217235,PG,118 min,"Animation, Action, Adventure            ",77
3520,Fantastic Beasts: The Crimes of Grindelwald,2018,6.6,52,182758,PG-13,134 min,"Adventure, Family, Fantasy            ",66
3521,Hereditary,2018,7.3,87,176349,R,127 min,"Drama, Horror, Mystery            ",73
3522,Game Night,2018,6.9,66,172440,R,100 min,"Action, Comedy, Crime            ",69
3523,Tomb Raider,2018,6.3,48,170734,PG-13,119 min,"Action, Adventure, Fantasy            ",63
3524,BlacKkKlansman,2018,7.5,83,166219,R,135 min,"Biography, Crime, Drama            ",75
3525,Ocean's Eight,2018,6.2,61,154647,PG-13,110 min,"Action, Comedy, Crime            ",62
3526,Red Sparrow,2018,6.6,53,144471,R,140 min,"Action, Drama, Thriller            ",66
3527,First Man,2018,7.3,84,136872,PG-13,141 min,"Biography, Drama, History            ",73
3528,The Favourite,2018,7.6,90,133606,R,119 min,"Biography, Drama, History            ",76
3529,The Meg,2018,5.7,46,125300,PG-13,113 min,"Action, Horror, Sci-Fi            ",57
3530,Rampage,2018,6.1,45,122819,PG-13,107 min,"Action, Adventure, Sci-Fi            ",61
3531,Upgrade,2018,7.5,67,116979,R,100 min,"Action, Horror, Sci-Fi            ",75
3532,Isle of Dogs,2018,7.9,82,116007,PG-13,101 min,"Animation, Adventure, Comedy            ",79
3533,Roma,2018,7.8,96,115176,R,135 min,Drama            ,78
3534,Searching,2018,7.7,71,111575,PG-13,102 min,"Drama, Mystery, Thriller            ",77
3535,Crazy Rich Asians,2018,6.9,74,110366,PG-13,120 min,"Comedy, Drama, Romance            ",69
3536,Bumblebee,2018,6.8,66,108659,PG-13,114 min,"Action, Adventure, Sci-Fi            ",68
3537,The Equalizer 2,2018,6.7,50,107436,R,121 min,"Action, Crime, Thriller            ",67
3538,Bad Times at the El Royale,2018,7.1,60,103787,R,141 min,"Crime, Drama, Mystery            ",71
3539,Sicario: Day of the Soldado,2018,7.1,61,103786,R,122 min,"Action, Crime, Drama            ",71
3540,Ralph Breaks the Internet,2018,7.1,71,103685,PG,112 min,"Animation, Adventure, Comedy            ",71
3541,The Predator,2018,5.4,48,102975,R,107 min,"Action, Adventure, Sci-Fi            ",54
3542,The Nun,2018,5.3,46,100165,R,96 min,"Horror, Mystery, Thriller            ",53
3543,A Simple Favor,2018,6.8,67,98667,R,117 min,"Comedy, Crime, Drama            ",68
3544,Halloween,2018,6.6,67,98328,R,106 min,"Horror, Thriller            ",66
3545,The Ballad of Buster Scruggs,2018,7.3,79,96315,R,133 min,"Comedy, Drama, Musical            ",73
3546,Maze Runner: The Death Cure,2018,6.2,50,96196,PG-13,143 min,"Action, Sci-Fi, Thriller            ",62
3547,Pacific Rim: Uprising,2018,5.6,44,93526,PG-13,111 min,"Action, Adventure, Sci-Fi            ",56
3548,Tag,2018,6.5,56,93459,R,100 min,Comedy            ,65
3549,Avengers: Infinity War,2018,8.5,68,717992,PG-13,149 min,"Action, Adventure, Sci-Fi            ",85
3550,Black Panther,2018,7.3,88,546673,PG-13,134 min,"Action, Adventure, Sci-Fi            ",73
3551,Deadpool 2,2018,7.7,66,420281,R,119 min,"Action, Adventure, Comedy            ",77
3552,Bohemian Rhapsody,2018,8,49,387597,PG-13,134 min,"Biography, Drama, Music            ",80
3553,A Quiet Place,2018,7.5,82,328513,PG-13,90 min,"Drama, Horror, Sci-Fi            ",75
3554,Ready Player One,2018,7.5,64,317846,PG-13,140 min,"Action, Adventure, Sci-Fi            ",75
3555,Venom,2018,6.7,35,308403,PG-13,112 min,"Action, Sci-Fi, Thriller            ",67
3556,Aquaman,2018,7,55,305049,PG-13,143 min,"Action, Adventure, Fantasy            ",70
3557,A Star Is Born,2018,7.7,88,280151,R,136 min,"Drama, Music, Romance            ",77
3558,Spider-Man: Into the Spider-Verse,2018,8.4,87,268676,PG,117 min,"Animation, Action, Adventure            ",84
3559,Ant-Man and the Wasp,2018,7.1,70,263706,PG-13,118 min,"Action, Adventure, Comedy            ",71
3560,Green Book,2018,8.2,69,251782,PG-13,130 min,"Biography, Comedy, Drama            ",82
3561,Mission: Impossible - Fallout,2018,7.8,86,249803,PG-13,147 min,"Action, Adventure, Thriller            ",78
3562,Annihilation,2018,6.9,79,242017,R,115 min,"Adventure, Drama, Horror            ",69
3563,Solo: A Star Wars Story,2018,6.9,62,239555,PG-13,135 min,"Action, Adventure, Fantasy            ",69
3564,Bird Box,2018,6.6,51,235416,R,124 min,"Drama, Horror, Sci-Fi            ",66
3565,Jurassic World: Fallen Kingdom,2018,6.2,51,231389,PG-13,128 min,"Action, Adventure, Sci-Fi            ",62
3566,Incredibles 2,2018,7.7,80,217235,PG,118 min,"Animation, Action, Adventure            ",77
3567,Fantastic Beasts: The Crimes of Grindelwald,2018,6.6,52,182758,PG-13,134 min,"Adventure, Family, Fantasy            ",66
3568,Hereditary,2018,7.3,87,176349,R,127 min,"Drama, Horror, Mystery            ",73
3569,Game Night,2018,6.9,66,172440,R,100 min,"Action, Comedy, Crime            ",69
3570,Tomb Raider,2018,6.3,48,170734,PG-13,119 min,"Action, Adventure, Fantasy            ",63
3571,BlacKkKlansman,2018,7.5,83,166219,R,135 min,"Biography, Crime, Drama            ",75
